register ,address ,size ,data                                 ,Type  ,group ,active ,byteorder         ,                                                                                                 ,datamodel                                                      ,Descrição                                                                                    ,Ação                                                                             ,Observação
None     ,0       ,2    ,Versão                               ,float ,      ,       ,                  ,Versão atual de Firmware                                                                         ,Armazenar no cadastro do Transdutor                            ,
None     ,2       ,1    ,FuncRemota                           ,short ,      ,       ,                  ,Função Remota                                                                                    ,
None     ,3       ,1    ,Reservado                            ,short ,      ,       ,                  ,Reservado Embrasul (Nao Utilizar)                                                                ,
None     ,4       ,1    ,relacaoTPpri                         ,short ,      ,       ,                  ,Relação TP primário                                                                              ,Configurar                                                     ,
None     ,5       ,1    ,relacaoTPsec                         ,short ,      ,       ,                  ,Relação TP secundário                                                                            ,Configurar                                                     ,
None     ,6       ,1    ,relacaoTPfat                         ,short ,      ,       ,                  ,Relação TP fator de multiplicação                                                                ,Configurar                                                     ,
None     ,7       ,1    ,relacaoTCpri                         ,short ,      ,       ,                  ,Relação TC primário                                                                              ,Configurar                                                     ,
None     ,8       ,1    ,relacaoTCsec                         ,short ,      ,       ,                  ,Relação TC secundário                                                                            ,Configurar                                                     ,
None     ,9       ,1    ,relacaoTCfat                         ,short ,      ,       ,                  ,Relação TC fator de multiplicação                                                                ,Configurar                                                     ,
None     ,10      ,1    ,RTC_Ano                              ,short ,      ,       ,holding_registers ,Ano                                                                                              ,Configurar                                                     ,Manter Data e Hora atualizados peridoicamente
None     ,11      ,1    ,RTC_Mes                              ,Short ,      ,       ,holding_registers ,Mês                                                                                              ,Configurar                                                     ,
None     ,12      ,1    ,RTC_DiaDoAno                         ,short ,      ,       ,                  ,Dia do Ano                                                                                       ,
None     ,13      ,1    ,RTC_DiaDaSemana                      ,short ,      ,       ,                  ,Dia da Semana                                                                                    ,Configurar                                                     ,
None     ,14      ,1    ,RTC_DiaDoMes                         ,short ,      ,       ,holding_registers ,Dia do Mês                                                                                       ,Configurar                                                     ,
None     ,15      ,1    ,RTC_Hora                             ,short ,      ,       ,holding_registers ,Hora                                                                                             ,Configurar                                                     ,
None     ,16      ,1    ,RTC_Minuto                           ,short ,      ,       ,holding_registers ,Minuto                                                                                           ,Configurar                                                     ,
None     ,17      ,1    ,RTC_Segundo                          ,short ,      ,       ,                  ,Segundo                                                                                          ,Configurar                                                     ,
